 0.53 0.40
 0.60 0.48
 0.68 0.55
 0.75 0.64
 0.85 0.75
 0.86 0.78
 0.80 0.78
 0.73 0.73
 0.68 0.68
 0.60 0.60
 0.56 0.56
 0.54 0.50
 0.56 0.48
 0.58 0.49
 0.60 0.50
 0.61 0.57
 0.60 0.60
 0.52 0.65
 0.48 0.59
 0.47 0.52
 0.49 0.49
 0.52 0.48
 0.58 0.51
 0.63 0.59
 0.67 0.67
 0.71 0.71
 0.69 0.73
 0.66 0.73
 0.61 0.76
 0.58 0.80
 0.55 0.85
 0.51 0.89
   
