  31 2222222222222222222222222222222222222222222222222222222222222222
  30 1112222222222222222222222222222222222222222222220000000000000011
  29 1112222222000000000002222222222222222222222222220001110000000111
  28 1110000000000000000000000000000002200000000000000001111000001111
  27 1100000000000000000000000000000004400000000000003333311100111111
  26 1000000000000000000000000055004444440111000000003330001111111111
  25 0000000000000000000000000055011111111111100000000000000111111110
  24 0000000000000000000000000011111111111111110000000000000111111110
  23 0660066600000000000000000111111111111111110000000000111111111110
  22 6666660000000000000000001111111111111111111000000001111111111116
  21 0000000000000000000000011111111111111111111100000001111111111100
  20 0000000000000000000000111111111111111111111100099111111111111100
  19 0000000000011001100077111111111111111111111111000111111111111000
  18 0000000000111101110070111111111111111111111111110011111111111000
  17 0000000000111101117770011111111111111111111111111000001111111100
  16 1100000001111111110000011111111111111111111111111100000011111111
  15 1100000011111111111000080011111111111111111111111100000000111111
  14 1100000011111111111110080001111111111111111111111100000000111111
  13 1110000011111111111111888881111111111111111111111110000000111111
  12 1110000111111111111111000001111111111111111111111111000001111111
  11 1110000111111111111110000000111111111111111111111111000001111111
  10 1111001111111111111110000000111111111111111111111111000011111111
   9 1111111111111111111111111001111111111111111111111110000111111111
   8 1111111111111111111111111111111111111111111111111110011111111111
   7 1111111111111111111111111111111111111111111111111110011111111111
   6 1111111111111111111111111111111111111111111111111111111111111111
   5 1111111111111111111111111111111111111111111111111111111111111111
   4 1111111111111111111111111111111111111111111111111111111111111111
   3 1111100000000000000000000000001111111111111111111111001111111111
   2 0000000000000000000000000000001111111111000000000000001111110000
   1 0000000000000000000000000000001111110000000000000000000111000000
   0 0000000000000000000000000000000000000000000000000000000000000000
  31 2222222222222222222222222222222222222222222222222222222222222222
  30 1112222222222222222222222222222222222222222222220000000000000011
  29 1112222222000000000002222222222222222222222222220001110000000111
  28 1110000000000000000000000000000002200000000000000001111000001111
  27 1100000000000000000000000000000004400000000000003333311100111111
  26 1000000000000000000000000055004444440111000000003330001111111111
  25 0000000000000000000000000055011111111111100000000000000111111110
  24 0000000000000000000000000011111111111111110000000000000111111110
  23 0660066600000000000000000111111111111111110000000000111111111110
  22 6666660000000000000000001111111111111111111000000001111111111116
  21 0000000000000000000000011111111111111111111100000001111111111100
  20 0000000000000000000000111111111111111111111100099111111111111100
  19 0000000000011001100077111111111111111111111111000111111111111000
  18 0000000000111101110070111111111111111111111111110011111111111000
  17 0000000000111101117770011111111111111111111111111000001111111100
  16 1100000001111111110000011111111111111111111111111100000011111111
  15 1100000011111111111000080011111111111111111111111100000000111111
  14 1100000011111111111110080001111111111111111111111100000000111111
  13 1110000011111111111111888881111111111111111111111110000000111111
  12 1110000111111111111111000001111111111111111111111111000001111111
  11 1110000111111111111110000000111111111111111111111111000001111111
  10 1111001111111111111110000000111111111111111111111111000011111111
   9 1111111111111111111111111001111111111111111111111110000111111111
   8 1111111111111111111111111111111111111111111111111110011111111111
   7 1111111111111111111111111111111111111111111111111110011111111111
   6 1111111111111111111111111111111111111111111111111111111111111111
   5 1111111111111111111111111111111111111111111111111111111111111111
   4 1111111111111111111111111111111111111111111111111111111111111111
   3 1111100000000000000000000000001111111111111111111111001111111111
   2 0000000000000000000000000000001111111111000000000000001111110000
   1 0000000000000000000000000000001111110000000000000000000111000000
   0 0000000000000000000000000000000000000000000000000000000000000000
