  32 11111111111111111111111111111111111111111111111111111111111111111
  31 11111111111111111111111111111111111111111111111111111111111111111
  30 aaa111111111111111111111111111111111111111111111111111111111111aa
  29 aaa1111111111111111111111111111111111111111111111111aa11111111aaa
  28 aa1111111111111111111111111111111111111111111111111111a111111aaaa
  27 a111111111111111111111111111111111111111111111111111111a111aaaaaa
  26 11111111111111111111111111111111111111bb1111111111111111aaaaaaa11
  25 111111111111111111111111111111bbbbbbbbbbb111111111111111aaaaaaa11
  24 111111111111111111111111111bbbbbbbbbbbbbbb11111111111111aaaaaaa11
  23 11111111111111111111111111dddddddddddddddd11111111111cccccccccc11
  22 1111111111111111111111111dddddddddddddddddd111111111cccccccccc111
  21 111111111111111111111111dddddddddddddddddddd11111111cccccccccc111
  20 11111111111111111111111ddddddddddddddddddddd111111ccccccccccc1111
  19 111111111111g111g111111fffffffffffffffffffffff11111eeeeeeeeee1111
  18 11111111111ggg11gg111111ffffffffffffffffffffffff1111111eeeeee1111
  17 11111111111ggg11gg111111fffffffffffffffffffffffff11111111eeeee111
  16 ee11111111gggggggg111111111fffffffffffffffffffffff111111111eeeeee
  15 ee1111111gggggggggg111111111ffffffffffffffffffffff111111111eeeeee
  14 ee1111111gggggggggggg1111111ffffffffffffffffffffff111111111eeeeee
  13 eee111111ggggggggggggg111111fffffffffffffffffffffff11111111eeeeee
  12 hhh11111hhhhhhhhhhhhh11111111hhhhhhhhhhhhhhhhhhhhhhh111111hhhhhhh
  11 hhh11111hhhhhhhhhhhhh11111111hhhhhhhhhhhhhhhhhhhhhhh111111hhhhhhh
  10 hhhh111hhhhhhhhhhhhhh11111111hhhhhhhhhhhhhhhhhhhhhh111111hhhhhhhh
   9 hhhhhhhhhhhhhhhhhhhhhhhhh111hhhhhhhhhhhhhhhhhhhhhhh11111hhhhhhhhh
   8 iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii111iiiiiiiiiii
   7 iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii111iiiiiiiiiii
   6 iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
   5 iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
   4 iiiii11111111111111111111111111iiiiiiiiiiiiiiiiiiiii111iiiiiiiiii
   3 1111111111111111111111111111111iiiiiiiii111111111111111iiiii11111
   2 1111111111111111111111111111111iiiii11111111111111111111ii1111111
   1 11111111111111111111111111111111111111111111111111111111111111111
   0 11111111111111111111111111111111111111111111111111111111111111111
  31 0000000000000000000000000000000000000000000000000000000000000000
  30 aaa00000000000000000000000000000000000000000000000000000000000aa
  29 aaa000000000000000000000000000000000000000000000000aaa0000000aaa
  28 aaa000000000000000000000000000000000000000000000000aaaa00000aaaa
  27 aa000000000000000000000000000000000000000000000000000aaa00aaaaaa
  26 a000000000000000000000000000000000000bbb00000000000000aaaaaaaaaa
  25 00000000000000000000000000000bbbbbbbbbbbb00000000000000aaaaaaaa0
  24 00000000000000000000000000bbbbbbbbbbbbbbbb0000000000000aaaaaaaa0
  23 0000000000000000000000000ddddddddddddddddd0000000000ccccccccccc0
  22 000000000000000000000000ddddddddddddddddddd00000000cccccccccccc0
  21 00000000000000000000000ddddddddddddddddddddd0000000ccccccccccc00
  20 0000000000000000000000dddddddddddddddddddddd00000ccccccccccccc00
  19 00000000000gg00gg00000ffffffffffffffffffffffff000eeeeeeeeeeee000
  18 0000000000gggg0ggg0000ffffffffffffffffffffffffff00eeeeeeeeeee000
  17 0000000000gggg0ggg00000ffffffffffffffffffffffffff00000eeeeeeee00
  16 ee0000000ggggggggg00000fffffffffffffffffffffffffff000000eeeeeeee
  15 ee000000ggggggggggg0000000ffffffffffffffffffffffff00000000eeeeee
  14 ee000000ggggggggggggg000000fffffffffffffffffffffff00000000eeeeee
  13 eee00000gggggggggggggg00000ffffffffffffffffffffffff0000000eeeeee
  12 eee0000ggggggggggggggg00000fffffffffffffffffffffffff00000eeeeeee
  11 hhh0000hhhhhhhhhhhhhh0000000hhhhhhhhhhhhhhhhhhhhhhhh00000hhhhhhh
  10 hhhh00hhhhhhhhhhhhhhh0000000hhhhhhhhhhhhhhhhhhhhhhhh0000hhhhhhhh
   9 hhhhhhhhhhhhhhhhhhhhhhhhh00hhhhhhhhhhhhhhhhhhhhhhhh0000hhhhhhhhh
   8 hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh00hhhhhhhhhhh
   7 iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii00iiiiiiiiiii
   6 iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
   5 iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
   4 iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
   3 iiiii0000000000000000000000000iiiiiiiiiiiiiiiiiiiiii00iiiiiiiiii
   2 000000000000000000000000000000iiiiiiiiii00000000000000iiiiii0000
   1 000000000000000000000000000000iiiiii0000000000000000000iii000000
   0 0000000000000000000000000000000000000000000000000000000000000000
