  31 222222222222222222222222222222222222222222222222222222eeeeeeee22
  30 11xxxxx222222222aaaaa222222222222222222222222222ccceeeeeeeeeee11
  29 1112fff222aaaaaaaaaaaaaaaaaaaaa2222222222222ccccccccceeeeeeee111
  28 11fffaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbccccccccccccc1eeeeee1111
  27 1ffffaaaaaaaaaaaaaaaaaiiiiiiiiiiaabbbbbbbbccccccddddd11eeee1yy11
  26 fffffaaaaagaaaaaiiiiiiiiiiiiiiii44bbbbbbbbbcccdddddmmm111111111f
  25 ffffgggggggggiiiiiiiiiiiiiiiii11111bbbbbbbbbcdddmmmmmmm11111111f
  24 ggggggggggghhiiiiiiiiiiiii1111111111111111kkllllllmmmmm11111111f
  23 gggggggggghhhhhiiijjjjjjjjj111111111111111kklllllllmm111111111ff
  22 ggggggghhhhhhhhhjjjjjjjjjj1111111111111111kkklllllll11111111111g
  21 nnggggghhhhhhhhhhjjjjjjjjj11111111111111111kkllllll11111111111gg
  20 nnngggghhhhhhhhhhhjjjjjj11111111111111111111kklll111111111111nnn
  19 ooooooghhhhhhhhhhhjjjj11111111111111111111111kkkll11111111111nnn
  18 ooooooghhhhhhhh11hhjjj111111111111111111111111kkklll1u1111111noo
  17 ooooooghhh111hh11rrrjjj11111111111111111111111111tuuuuu111111ooo
  16 1ooooogppp11111111rrrrr111111111111111111111111111uuuuuu11111111
  15 11ooooop1111111111rrrrr8rrr11111111111111111111111tuuuuuuu111111
  14 11ooooop1111111111rrrrr8rrr11111111111111111111111ttuuuuuuu11111
  13 11ooqqpppp111111111111rrrrr11111111111111111111111tttuuuuuu11111
  12 11qqqqpppp1111111111rrrrrrrr11111111111111111111111ttvvvvv111111
  11 11qqqqqppp1111111111ssssssss11111111111111111111111ttvvvvv111111
  10 111qqqp1111111111111ssssssss11111111111111111111111ttvvv11111111
   9 111111111111111111111111ssss111z1111111111111111111ttvv111111111
   8 1111111111111111111111111ss111zz1111111111111111111tvvv111111111
   7 111111111111111111111111111111zz1111111111111111111tv11111111111
   6 111111111111111111111111111111111111111111111111111tv11111111111
   5 1111111111111111111111111111111111111111111111111111111111111111
   4 11111111wwwww11wwwwwwwwwww11111111111111111111111111www111111111
   3 111wwwwwwwwwwwwwwwwwwwwwwwwwww111111111111111111111www1111111111
   2 wwwwwwwwwwwwwwwwwwwwwwwwwwwwww11111111wwwwwwwwwwwwwwwww1111wwwww
   1 wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
   0 wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
  31 11111111111a1111a1111111111111111111111111111111111111eee1111111
  30 11xxxxx111aa1111aa11111111111111111111111111111100000000000000e1
  29 11ffff111a0000000000011111a111111111111ccc1111110001110000000e11
  28 111000000000000000000000000000000110000000000000000111100000e111
  27 110000000000000000000000000000000110000000000000d111111e00eyyy11
  26 f00000000000000000000000000000ii11110bbb00000000ddd00011ee11111f
  25 00000000000000000000000000ii0i1111111111b00000000000000m111111f0
  24 00000000000000000000000000i11111111111111k0000000000000m111111f0
  23 0gg00ggg00000000000000000j11111111111111kk00000000001m11111111f0
  22 gggggg000000000000000000j11111111111111111k00000000111111111111g
  21 00000000000000000000000j1111111111111111111k00000001111111111g00
  20 0000000000000000000000j11111111111111111111k000ll11111111111nn00
  19 000000000000h00hhhh0j11111111111111111111111kk00011111111111n000
  18 000000000011110hhhh0r0j11111111111111111111111kk001u11111111n000
  17 000000000011110111rrr00j111111111111111111111111t000001uu1111n00
  16 o00000000p1111111100000r1111111111111111111111111t00000uu0111111
  15 oo000000p111111111r0000r00r1111111111111111111111t00000000111111
  14 1o000000p11111111111r00r0001111111111111111111111t00000000111111
  13 11q00000p1111111111111rrrr011111111111111111111111t0000000111111
  12 11q0000p1111111111111100000111111111111111111111111t000001111111
  11 11q0000p1111111111111000000011111111111111111111111t000001111111
  10 111q00111111111111111000000011111111111111111111111t0000v1111111
   9 11111111111111111111111ss001111z111111111111111111t0000v11111111
   8 111111111111111111111111111111zz111111111111111111t0011111111111
   7 111111111111111111111111111111zz111111111111111111t0011111111111
   6 111111111111111111111111111111111111111111111111111t111111111111
   5 1111111111111111111111111111111111111111111111111111111111111111
   4 wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
   3 wwwww0000000000000000000000000wwwwwwwwwwwwwwwwwwwwww00wwwwwwwwww
   2 000000000000000000000000000000wwwwwwwwww00000000000000wwwwww0000
   1 000000000000000000000000000000wwwwww0000000000000000000www000000
   0 0000000000000000000000000000000000000000000000000000000000000000
  31 00000000000A0000A0000000000000000000000000000000000000EEeeeee000
  30 00xxxxx000AA0000AAaaa000000000000000000000000000ccceeeeeeeeee0E0
  29 00FFfF000A0000aaaaaaaaaaaaa000000000000CCC00ccccccc0ceeeeeeeeE00
  28 00fffaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbccccccccccccc0eeeeeeE000
  27 0ffffaaaaaaaaaaaaaaaaaiiiiiiiiiiaabbbbbbbbccccccdd0dd00eeeeYyy00
  26 Fffffaaaaagaaaaaiiiiiiiiiiiiiiii00bbbbbbbbbcccdddddmmm00EE00000f
  25 ffffgggggggggiiiiiiiiiiiiiiIiI0000000000BbbbcdddmmmmmmmM000000Ff
  24 ggggggggggghhiiiiiiiiiiiiiI00000000000000Kkkllllllmmmm0M000000Ff
  23 gggggggggghhhhhiiijjjjjjjjj0000000000000KKkklllllllmmM00000000ff
  22 gggGGgghhhhhhhhhjjjjjjjjjj0000000000000000kkklllllll00000000000g
  21 nnggggghhhhhhhhhhjjjjjjJj000000000000000000kkllllll0000000000Ggg
  20 nnngggghhhhhhhhhhhjjjjj00000000000000000000KkkllL00000000000Nnnn
  19 ooooooghhhhhhhhhhhjjj00000000000000000000000Kkkkll0000000000Nnnn
  18 ooooooghhhh00hhHHhhjR0J00000000000000000000000kkkl0l0u000000Nnoo
  17 ooooooghhh000hh000rrjjjJ000000000000000000000000TtuuuuuUU0000ooo
  16 Oooooogppp00000000rrrr0R0000000000000000000000000TuuuuuuU0000000
  15 OOooooopP000000000rrrr0Rrrr0000000000000000000000Ttuuuuuuu000000
  14 0OooooopP000000000rrrr0Rrrr0000000000000000000000Tttuuuuuuu00000
  13 00ooqqpppp000000000000rrrrr00000000000000000000000tttuuuuuu00000
  12 00qqqqpppp0000000000rrrrrrrr00000000000000000000000ttvvvvv000000
  11 00qqqqqPpp0000000000ssssssss00000000000000000000000ttvvvvv000000
  10 000qqqp0000000000000ssssssss00000000000000000000000ttvvvV0000000
   9 00000000000000000000000Sssss000z000000000000000000TttvvV00000000
   8 0000000000000000000000000ss000zz000000000000000000Ttvvv000000000
   7 000000000000000000000000000000zz000000000000000000Ttv00000000000
   6 000000000000000000000000000000000000000000000000000tv00000000000
   5 0000000000000000000000000000000000000000000000000000000000000000
   4 WWWWWWWWwwwwWWWwwwwwwwwwwwWWWWWWWWWWWWWWWWWWWWWWWWWWwwwWWWWWWWWW
   3 WWWwwwwwwwwwwwwwwwwwwwwwwwwwwwWWWWWWWWWWWWWWWWWWWWWwwwWWWWWWWWWW
   2 wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwWWWWWWWWwwwwwwwwwwwwwwwwWWWWWwwwww
   1 wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
