 *** albedos of snow: old ones in second column
 0.85    0.85
 0.85    0.85
 0.85    0.80
 0.80    0.75
 0.80    0.56
 0.80    0.52
 0.80    0.49
 0.80    0.45
 0.80    0.41
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.40
 0.80    0.41
 0.80    0.45
 0.80    0.49
 0.80    0.52
 0.80    0.56
 0.80    0.75
 0.85    0.80
 0.85    0.85
 0.85    0.85
